user_id,day_type,is_weekday,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,work_intensity_ratio,meeting_burden,break_adequacy,screen_time_per_meeting,workload_pressure,high_workload_flag,sleep_deficit,recovery_index,fatigue_risk,health_risk_score,poor_recovery_flag,task_efficiency,work_hours_productivity,work_life_balance_score,burnout_score,burnout_score_normalized,burnout_risk,high_burnout_risk_flag,medium_high_burnout_risk_flag,after_hours_work_hours_est
89,Weekday,1,7,8.64,2,1,1,7.34,75.4,1.22,0.28,0.14,4.11,8.5,0,0.66,-0.3,-2.37,3.3,0,10.62,4021.33,19.05,38.44,25.41,Low,0,0,0.7
89,Weekend,0,4.29,8.15,1,5,0,7.1,80.3,1.86,0.23,1.14,7.41,4.54,0,0.9,3.95,-2.5,4.5,0,18.29,5733.42,96.09,37.23,24.56,Low,0,0,0
89,Weekday,1,8.49,10.73,2,4,0,5.76,73,1.25,0.23,0.47,5.11,8.99,0,2.24,-0.97,2.09,32.1,1,8.5,3168.2,57.24,45.37,30.31,Low,0,0,0
89,Weekend,0,5.23,8.46,2,5,1,6.38,64.6,1.59,0.38,0.94,4.03,6.73,0,1.62,2.92,-1.11,8.1,0,12.12,4207.61,66.93,52.01,35.01,Low,0,0,0.52
89,Weekend,0,5.26,8.11,1,4,0,6.1,61.4,1.51,0.19,0.75,7.37,5.51,0,1.9,1.99,-1.04,9.5,0,11.46,3986.91,72.71,55.32,37.35,Low,0,0,0
90,Weekday,1,8.18,10.55,6,1,1,8.26,83.6,1.27,0.72,0.12,1.73,10.68,1,-0.26,-1.29,-1.84,0,0,10.1,3801.01,21.23,23.26,14.68,Low,0,0,0.82
90,Weekday,1,8.84,10.64,2,1,1,7.55,72.7,1.19,0.22,0.11,5.07,10.34,0,0.45,-2.09,-0.68,2.25,0,8.13,2985.55,13.26,34.31,22.49,Low,0,0,0.88
90,Weekday,1,8.7,11.6,0,4,0,7.52,77.8,1.32,0,0.45,116,8.7,0,0.48,-0.08,0.32,5.6,0,8.84,3267.6,69.6,36.29,23.89,Low,0,0,0
90,Weekend,0,5.01,9,0,4,0,5.26,81.3,1.76,0,0.78,90,5.01,0,2.74,0.26,1.11,24.8,0,15.91,5414.58,67.41,36.98,24.38,Low,0,0,0
90,Weekend,0,3.17,5.29,1,1,0,7.36,74.5,1.62,0.31,0.31,4.81,3.42,0,0.64,3.07,-5.75,3.2,0,22.78,5875.57,54.52,40.02,26.53,Low,0,0,0
90,Weekday,1,9.82,12.94,3,5,0,6.46,64.3,1.3,0.3,0.5,4.17,10.57,1,1.54,-1.48,3.25,40.2,0,6.48,2220.49,69.17,50.61,34.02,Low,0,0,0
90,Weekend,0,4.75,7.96,0,2,0,6.02,70.3,1.64,0,0.41,79.6,4.75,0,1.98,0.06,-1.07,9.9,0,14.49,4803.83,50.15,50.1,33.66,Low,0,0,0
90,Weekend,0,4.85,7.78,0,3,1,5.27,63.7,1.57,0,0.61,77.8,5.85,0,2.73,0.49,-0.12,13.65,0,12.87,4310.37,36.13,55.83,37.71,Low,0,0,0.48
90,Weekend,0,3.66,5.42,0,2,0,7.89,71.2,1.44,0,0.53,54.2,3.66,0,0.11,4.47,-6.41,0.55,0,18.94,5382.72,68.54,52.52,35.37,Low,0,0,0
90,Weekday,1,10.28,13.68,6,1,0,7.64,56.7,1.32,0.58,0.1,2.24,11.78,1,0.36,-5.04,2.22,24,0,5.46,1784.16,28.18,67.31,45.83,Low,0,0,0
91,Weekday,1,8.86,12.45,2,4,0,7.9,90.1,1.39,0.22,0.45,5.93,9.36,0,0.1,-0.55,0.6,6.5,0,10.06,3688.09,71.81,15.12,8.92,Low,0,0,0
91,Weekend,0,3.43,5.36,1,1,0,5.93,89.2,1.52,0.28,0.28,4.87,3.68,0,2.07,1.57,-3.53,10.35,0,25.27,6880.29,42.76,16.91,10.19,Low,0,0,0
91,Weekday,1,10.49,13.94,2,2,1,6.83,82.4,1.32,0.19,0.19,6.64,11.99,0,1.17,-5.11,3.69,42.8,0,7.78,2477.49,13.26,30.73,19.96,Low,0,0,1.05
91,Weekday,1,10.4,13.91,2,1,0,7.32,73,1.32,0.19,0.1,6.62,10.9,0,0.68,-5.59,2.93,32.7,0,6.95,2238.67,25.3,44.1,29.42,Low,0,0,0
91,Weekend,0,5.6,8.06,1,4,1,7.77,69.8,1.41,0.18,0.7,7.33,6.85,0,0.23,3.71,-3.59,1.15,0,12.25,4374.13,63.88,48.81,32.75,Low,0,0,0.56
91,Weekday,1,9.36,13.03,1,5,1,8.44,69.6,1.38,0.11,0.53,11.85,10.61,0,-0.44,0.41,0.37,1.5,0,7.36,2616.96,65.86,56.18,37.96,Low,0,0,0.94
91,Weekday,1,10.03,12.83,2,1,1,6.49,50.8,1.27,0.2,0.1,6.11,11.53,0,1.51,-5.34,3.1,38.5,0,5.01,1683.17,0.56,74.6,50.98,Medium,0,1,1
91,Weekday,1,8.53,11.35,2,1,0,6.45,55.4,1.32,0.23,0.12,5.4,9.03,0,1.55,-3.9,1.67,24.5,0,6.42,2389.59,26.26,80.52,55.17,Medium,0,1,0
91,Weekday,1,7.65,11.55,4,5,0,8.52,40,1.49,0.52,0.65,2.82,8.65,1,-0.52,1.97,-1.23,0,0,5.16,1960,93.3,92.31,63.51,Medium,0,1,0
91,Weekend,0,7.38,9.33,1,4,1,7.87,40,1.25,0.13,0.53,8.48,8.63,0,0.13,2.54,-2.47,0.65,0,5.35,2032,57.51,97.46,67.15,Medium,0,1,0.74
92,Weekend,0,4.93,6.84,1,2,0,8.35,94.3,1.36,0.2,0.4,6.22,5.18,0,-0.35,3.51,-5.68,0,0,18.75,6330.67,66.9,12.81,7.29,Low,0,0,0
92,Weekday,1,9.45,11.15,4,4,0,6.23,91,1.17,0.42,0.42,2.72,10.45,1,1.77,-0.92,1.8,26.9,0,9.53,3367,56.92,17.86,10.86,Low,0,0,0
92,Weekday,1,7.54,9.77,1,1,1,9.31,88.4,1.28,0.13,0.13,8.88,8.79,0,-1.31,0.54,-4.2,0,0,11.57,4396.43,31.67,21.42,13.38,Low,0,0,0.75
92,Weekend,0,5.93,7.99,2,1,1,6.99,82.9,1.33,0.33,0.17,3.8,7.43,0,1.01,0,-2.49,5.05,0,13.75,5012.69,20.71,26.15,16.72,Low,0,0,0.59
92,Weekday,1,8.59,10.64,2,5,0,7.17,89.2,1.22,0.23,0.58,5.07,9.09,0,0.83,1.53,-0.11,4.15,0,10.26,3811.81,79.42,26.13,16.71,Low,0,0,0
92,Weekend,0,3,6.16,3,4,0,7.99,83.9,1.99,0.97,1.29,1.99,3.75,0,0.01,5.83,-5.82,0.05,0,27.06,6712,95.93,28.36,18.29,Low,0,0,0
92,Weekend,0,3.94,7.92,0,3,0,6.69,82.1,1.96,0,0.74,79.2,3.94,0,1.31,1.77,-2.12,6.55,0,20.32,6053.51,70.42,29.53,19.11,Low,0,0,0
92,Weekday,1,7.3,10.58,3,4,0,7.54,84.5,1.43,0.41,0.54,3.41,8.05,1,0.46,0.96,-0.73,2.3,0,11.42,4337.67,75.35,30.91,20.09,Low,0,0,0
92,Weekday,1,9.19,10.73,3,4,0,5.3,75.1,1.16,0.32,0.43,3.46,9.94,1,2.7,-1.43,2.78,41.3,1,8.08,2908.87,50.99,38.24,25.27,Low,0,0,0
92,Weekday,1,7.67,10.37,4,1,0,6.84,72.3,1.33,0.51,0.13,2.53,8.67,1,1.16,-2.53,0.11,6.9,0,9.31,3533.06,32.62,42.73,28.45,Low,0,0,0
93,Weekday,1,5.94,9.8,3,5,0,8.24,100,1.62,0.5,0.83,3.16,6.69,0,-0.24,3.44,-2.56,0,0,16.56,6040,98.04,9.32,4.82,Low,0,0,0
93,Weekday,1,7.14,10.84,0,2,0,7.22,88.1,1.5,0,0.28,108.4,7.14,0,0.78,-1.62,0.01,4,0,12.17,4616.44,49.59,19.51,12.03,Low,0,0,0
93,Weekday,1,8.01,10.95,3,1,0,6.48,79.9,1.35,0.37,0.12,3.53,8.76,1,1.52,-3.47,1.23,19.9,0,9.85,3723.34,28.56,31.89,20.78,Low,0,0,0
93,Weekend,0,4.57,7.58,0,2,0,7.43,76.5,1.62,0,0.43,75.8,4.57,0,0.57,1.85,-3.56,2.85,0,16.38,5319.3,61.44,34.82,22.85,Low,0,0,0
93,Weekend,0,4.27,6.98,1,1,0,7.94,83.7,1.6,0.23,0.23,6.35,4.52,0,0.06,1.96,-4.93,0.3,0,19.15,5987.34,54.47,33.73,22.08,Low,0,0,0
93,Weekday,1,8.86,11.47,4,4,0,6.72,68.9,1.28,0.45,0.45,2.8,9.86,1,1.28,-0.75,1.39,20.3,0,7.69,2820.31,62.96,48.94,32.84,Low,0,0,0
93,Weekend,0,5.31,8.18,0,5,0,6.94,67.4,1.51,0,0.92,81.8,5.31,0,1.06,3.76,-2.23,5.3,0,12.46,4354.04,90.81,51.05,34.33,Low,0,0,0
93,Weekend,0,3.17,5.83,2,5,0,7.81,84.2,1.78,0.61,1.53,2.78,3.67,0,0.19,6.98,-5.88,0.95,0,25.75,6640.57,100,43.62,29.08,Low,0,0,0
93,Weekday,1,6.56,9.43,5,4,0,6.54,63.2,1.42,0.75,0.6,1.85,7.81,1,1.46,1.11,-0.38,7.3,0,9.49,3556.05,70.81,59.18,40.08,Low,0,0,0
93,Weekend,0,4.04,7.06,0,5,1,6.8,60.9,1.71,0,1.21,70.6,5.04,0,1.2,4.74,-3.14,6,0,14.71,4449.76,74.84,61.82,41.95,Low,0,0,0.4
94,Weekday,1,6.88,9.18,2,3,0,9.16,89.5,1.32,0.29,0.43,4.37,7.38,0,-1.16,2.98,-4.56,0,0,12.82,4844.93,77.18,16.95,10.22,Low,0,0,0
94,Weekday,1,8.79,10.59,3,4,0,8.29,77.3,1.19,0.34,0.45,3.42,9.54,1,-0.29,1.7,-1.84,0,0,8.7,3200.22,75.02,29.66,19.21,Low,0,0,0
94,Weekday,1,8.36,10.37,2,4,1,6.58,66.2,1.23,0.24,0.47,4.94,9.86,0,1.42,0.21,0.5,12.1,0,7.83,2930.45,43.91,43.84,29.23,Low,0,0,0.84
94,Weekday,1,7.25,9.48,4,1,0,6.64,62.3,1.29,0.54,0.14,2.31,8.25,1,1.36,-1.84,-0.48,6.8,0,8.48,3218.83,32.8,54.55,36.81,Low,0,0,0
94,Weekday,1,10.08,13.79,2,4,0,7.34,54.7,1.35,0.2,0.39,6.57,10.58,0,0.66,-2.45,2.78,31.1,0,5.37,1794.16,62.73,68.15,46.42,Low,0,0,0
94,Weekday,1,8.2,12,4,4,0,8.5,52.6,1.45,0.48,0.48,2.93,9.2,1,-0.5,0.5,-0.75,0,0,6.34,2384.53,78.95,77.49,53.03,Medium,0,1,0
94,Weekend,0,5.11,8.46,0,5,1,6.88,49.4,1.62,0,0.96,84.6,6.11,0,1.12,3.42,-1.86,5.6,0,9.48,3257.11,71.16,82.34,56.46,Medium,0,1,0.51
94,Weekday,1,7.69,9.95,5,2,1,8.67,40,1.28,0.64,0.26,1.95,9.94,1,-0.67,0.72,-3.06,0,0,5.13,1949.33,38.26,96.6,66.54,Medium,0,1,0.77
94,Weekday,1,7.97,9.64,0,2,1,7.66,40,1.19,0,0.25,96.4,8.97,0,0.34,0.02,-1.85,1.7,0,4.96,1874.67,29.57,104.35,72.02,Medium,0,1,0.8
94,Weekday,1,8.42,10.81,4,3,0,6.44,40,1.27,0.47,0.35,2.64,9.42,1,1.56,-1.37,1.15,19.3,0,4.69,1754.67,50.62,114.46,79.17,High,1,1,0
95,Weekday,1,9.45,11.63,2,2,1,5.69,84.9,1.22,0.21,0.21,5.54,10.95,0,2.31,-3.94,3.1,42.5,1,8.89,3141.3,8.88,22.68,14.27,Low,0,0,0.94
95,Weekend,0,3.78,6.53,0,3,0,7.2,88.8,1.68,0,0.77,65.3,3.78,0,0.8,3.67,-4.27,4,0,22.89,6642.24,74.88,21.2,13.22,Low,0,0,0
95,Weekend,0,5.56,7.84,0,2,0,5.89,77.4,1.39,0,0.35,78.4,5.56,0,2.11,0.05,-0.99,10.55,0,13.67,4871.04,45.94,27.89,17.95,Low,0,0,0
95,Weekend,0,4.87,7.97,1,2,1,6.36,81.2,1.6,0.2,0.4,7.25,6.12,0,1.64,0.39,-1.57,8.2,0,16.34,5483.71,32.22,29.45,19.06,Low,0,0,0.49
95,Weekend,0,5.64,7.45,1,4,0,6.73,89,1.3,0.17,0.7,6.77,5.89,0,1.27,3.28,-2.65,6.35,0,15.51,5553.6,75.91,27.91,17.97,Low,0,0,0
95,Weekday,1,7.88,9.45,1,5,0,5.96,65.4,1.18,0.13,0.63,8.59,8.13,0,2.04,1.51,0.51,15.3,0,8.2,3104.32,73.18,40.7,27.01,Low,0,0,0
95,Weekday,1,8.19,10.12,4,4,0,5.87,68.1,1.22,0.48,0.48,2.47,9.19,1,2.13,-0.25,1.31,23.8,1,8.21,3091.74,59.27,44.78,29.9,Low,0,0,0
95,Weekend,0,6.36,9.09,0,4,0,8.85,71.2,1.41,0,0.62,90.9,6.36,0,-0.85,3.76,-4.18,0,0,11.02,4101.12,88.94,44.76,29.88,Low,0,0,0
95,Weekend,0,5.07,7.55,0,4,1,6.58,64.1,1.46,0,0.77,75.5,6.07,0,1.42,3.03,-2.32,7.1,0,12.4,4243.42,57.07,49.65,33.34,Low,0,0,0.51
95,Weekday,1,9.08,10.68,4,3,0,5.94,68.8,1.16,0.44,0.33,2.6,10.08,1,2.06,-1.74,1.77,28,1,7.49,2715.31,44.23,53.78,36.26,Low,0,0,0
96,Weekday,1,8.01,11.68,4,2,0,6.1,83,1.44,0.49,0.25,2.85,9.01,1,1.9,-3.58,2.53,34.8,0,10.23,3867.8,37.71,23.03,14.52,Low,0,0,0
96,Weekend,0,3.58,6.49,1,2,0,6.24,82.4,1.76,0.27,0.54,5.9,3.83,0,1.76,1.75,-2.87,8.8,0,22.39,6273.39,56.48,24.97,15.89,Low,0,0,0
96,Weekday,1,10.38,12.36,2,5,0,6.21,82,1.18,0.19,0.48,5.89,10.88,0,1.79,-1.15,3.04,39.4,0,7.82,2525.6,65.06,34.89,22.9,Low,0,0,0
96,Weekend,0,5.53,9.39,0,3,0,6.55,66.6,1.67,0,0.53,93.9,5.53,0,1.45,0.16,-0.43,7.25,0,11.83,4204.68,63,44.46,29.67,Low,0,0,0
96,Weekend,0,5.68,8.69,4,2,0,6.98,72.9,1.5,0.69,0.35,2.12,6.68,0,1.02,0.29,-1.78,5.1,0,12.61,4529.52,53.63,48,32.17,Low,0,0,0
96,Weekend,0,6.15,9.27,2,2,1,5.63,63.1,1.48,0.32,0.32,4.41,7.65,0,2.37,-1.64,0.82,20.1,1,10.1,3722.9,21.62,60.02,40.67,Low,0,0,0.62
96,Weekday,1,8.97,12.61,2,3,0,5.46,52.5,1.39,0.22,0.33,6,9.47,0,2.54,-4.15,4.42,56.9,1,5.79,2110.5,41.07,74.25,50.74,Medium,0,1,0
96,Weekend,0,5.98,8.75,1,2,1,7,50.4,1.44,0.16,0.33,7.95,7.23,0,1,0.25,-1.75,5,0,8.29,3030.72,32.58,81.22,55.66,Medium,0,1,0.6
96,Weekday,1,7.86,9.81,2,5,1,7.21,44.6,1.23,0.25,0.63,4.67,9.36,0,0.79,2.4,-1,3.95,0,5.6,2122.96,62.64,91,62.58,Medium,0,1,0.79
96,Weekend,0,5.41,7.83,2,2,0,5.88,40,1.42,0.36,0.36,3.73,5.91,0,2.12,0.05,-0.99,10.6,0,7.26,2557.33,46.46,97.69,67.31,Medium,0,1,0
97,Weekday,1,8.85,12.09,1,4,0,7.66,79.8,1.35,0.11,0.45,10.99,9.1,0,0.34,-0.43,0.6,7.7,0,8.92,3271.8,70.05,24.11,15.28,Low,0,0,0
97,Weekday,1,8.17,10.28,2,1,1,5.19,87.4,1.24,0.24,0.12,4.9,9.67,0,2.81,-4.09,2.49,39,1,10.57,3979.61,0,34.86,22.88,Low,0,0,0.82
97,Weekday,1,9.69,12.77,2,4,0,5.45,61.1,1.3,0.2,0.41,6.08,10.19,0,2.55,-3.32,4.59,58.7,1,6.24,2162.94,50.12,58.17,39.37,Low,0,0,0
97,Weekend,0,3,6.35,0,1,0,7.96,61.7,2.05,0,0.32,63.5,3,0,0.04,2.61,-5.59,0.2,0,19.9,4936,59.7,57.58,38.95,Low,0,0,0
97,Weekday,1,8.14,12.09,2,4,0,8.53,51.5,1.47,0.24,0.49,5.76,8.64,0,-0.53,0.44,-0.7,0,0,6.25,2355.27,79.41,69.76,47.56,Low,0,0,0
97,Weekend,0,3,4.76,1,5,0,7.28,65.1,1.54,0.32,1.61,4.33,3.25,0,0.72,7.52,-6.16,3.6,0,21,5208,100,62.27,42.26,Low,0,0,0
97,Weekday,1,6.44,9.39,1,5,1,6.73,49.3,1.44,0.15,0.76,8.54,7.69,0,1.27,2.34,-0.7,6.35,0,7.54,2813.39,64.71,75.62,51.7,Medium,0,1,0.64
97,Weekend,0,3,4.76,1,5,0,7.76,56.7,1.54,0.32,1.61,4.33,3.25,0,0.24,8,-6.88,1.2,0,18.29,4536,100,70.23,47.89,Medium,0,1,0
97,Weekend,0,4.65,8.64,1,2,0,6.49,58.6,1.82,0.21,0.42,7.85,4.9,0,1.51,-0.15,-1.09,7.55,0,12.34,4043.4,54.08,73.76,50.39,Medium,0,1,0
97,Weekend,0,4.26,6.35,0,1,1,8.08,50.6,1.46,0,0.23,63.5,5.26,0,-0.08,2.73,-5.77,0,0,11.61,3622.96,35.56,80.14,54.9,Medium,0,1,0.43
98,Weekend,0,3.08,5.87,2,5,0,4.79,101.5,1.85,0.63,1.57,2.8,3.58,0,3.21,3.92,-1.32,16.05,0,31.92,8065.87,83.6,4.88,1.68,Low,0,0,0
98,Weekend,0,6.86,9.5,0,2,0,4.5,90.3,1.36,0,0.29,95,6.86,0,3.5,-3,2.75,45,1,12.97,4900.28,30.31,17.39,10.53,Low,0,0,0
98,Weekend,0,3.79,5.76,2,4,0,6.6,78.9,1.48,0.51,1.03,2.74,4.29,0,1.4,4.84,-4.14,7,0,20.28,5896.46,82.34,23.31,14.72,Low,0,0,0
98,Weekday,1,8.43,10.38,0,4,1,7.08,75.5,1.22,0,0.47,103.8,9.43,0,0.92,0.7,-0.24,4.6,0,8.85,3306.9,47.38,33.91,22.21,Low,0,0,0.84
98,Weekend,0,4.35,8.06,1,5,1,7.08,82.5,1.81,0.22,1.12,7.33,5.6,0,0.92,4.02,-2.56,4.6,0,18.54,5857.5,75.7,34.8,22.84,Low,0,0,0.44
98,Weekday,1,7.48,9.08,6,3,0,7.78,74.7,1.2,0.79,0.4,1.49,8.98,1,0.22,1.7,-2.59,1.1,0,9.85,3744.96,64.43,48.12,32.26,Low,0,0,0
98,Weekday,1,6.8,9.33,4,1,0,8.4,55.9,1.35,0.58,0.14,2.28,7.8,1,-0.4,0.07,-3.27,0,0,8.1,3055.87,47.8,64.16,43.6,Low,0,0,0
98,Weekday,1,8.04,11.45,3,3,1,7.11,49.9,1.41,0.37,0.37,3.69,9.79,1,0.89,-1.34,0.78,12.3,0,6.13,2315.36,37.17,78.98,54.08,Medium,0,1,0.8
98,Weekend,0,6.95,8.47,0,2,0,9.15,49,1.2,0,0.28,84.7,6.95,0,-1.15,2.68,-5.26,0,0,6.95,2629.67,64.82,83.05,56.96,Medium,0,1,0
98,Weekend,0,3,6.22,0,5,1,6.96,44.4,2.01,0,1.61,62.2,4,0,1.04,5.74,-4.22,5.2,0,14.32,3552,80.2,85.3,58.55,Medium,0,1,0.3
99,Weekday,1,9.84,12.31,0,2,0,6.29,80,1.24,0,0.2,123.1,9.84,0,1.71,-4.02,2.88,37.3,0,8.05,2752,31.82,21.35,13.33,Low,0,0,0
99,Weekday,1,9.48,13.45,5,4,1,6.5,85.4,1.4,0.52,0.42,2.64,11.73,1,1.5,-2.95,3.7,44.5,0,8.91,3142.72,38.83,28.01,18.04,Low,0,0,0.95
99,Weekday,1,7.87,10.88,1,2,0,6.67,78.8,1.37,0.13,0.25,9.89,8.12,0,1.33,-2.21,0.88,15.4,0,9.89,3745.63,42.54,35.37,23.24,Low,0,0,0
99,Weekday,1,7.27,9.84,1,1,0,7.1,78.6,1.34,0.14,0.14,8.95,7.52,0,0.9,-1.74,-0.81,4.5,0,10.66,4050.52,36.17,39.61,26.24,Low,0,0,0
99,Weekend,0,5.82,9.56,1,5,0,6.89,78.9,1.61,0.17,0.84,8.69,6.07,0,1.11,2.33,-0.77,5.55,0,13.33,4828.68,88.4,41.66,27.69,Low,0,0,0
99,Weekend,0,6.51,8.57,1,1,1,8.41,70.3,1.3,0.15,0.15,7.79,7.76,0,-0.41,0.84,-4.04,0,0,10.64,3978.98,29.04,49.02,32.89,Low,0,0,0.65
99,Weekend,0,3.35,6.95,0,3,0,6.85,68.9,2.01,0,0.87,69.5,3.35,0,1.15,2.9,-3.32,5.75,0,19.97,5351.23,73.97,49.69,33.37,Low,0,0,0
99,Weekend,0,4.63,7.26,0,4,1,6.64,69.3,1.53,0,0.85,72.6,5.63,0,1.36,3.38,-2.7,6.8,0,14.65,4790.94,59.28,51.46,34.62,Low,0,0,0.46
99,Weekday,1,7.21,10.29,4,4,1,5.8,62.3,1.41,0.55,0.55,2.51,9.21,1,2.2,-0.49,1.59,26.9,1,8.52,3235.45,42.66,60.68,41.14,Low,0,0,0.72
99,Weekday,1,7.08,10.1,2,4,1,7.43,52.6,1.41,0.28,0.56,4.81,8.58,0,0.57,1.33,-1.04,2.85,0,7.33,2777.28,55.4,69.3,47.24,Low,0,0,0.71
100,Weekday,1,8.77,12.12,2,3,1,7.35,90.7,1.37,0.23,0.34,5.77,10.27,0,0.65,-1.77,1.1,14.2,0,10.23,3767.07,36.04,22.03,13.81,Low,0,0,0.88
100,Weekday,1,10.21,14.18,5,3,1,5.59,76.2,1.38,0.48,0.29,2.78,12.46,1,2.41,-5.59,5.8,70,1,7.39,2433.32,17.08,41.97,27.91,Low,0,0,1.02
100,Weekday,1,10.45,14.15,5,1,0,7.43,62.7,1.34,0.47,0.09,2.77,11.7,1,0.57,-5.72,3.01,32.9,0,5.94,1901.9,25.92,59.71,40.45,Low,0,0,0
100,Weekend,0,5.84,9.38,0,5,1,6.12,63.8,1.58,0,0.84,93.8,6.84,0,1.88,1.74,0.2,11.4,0,10.74,3896.05,62.54,63.69,43.27,Low,0,0,0.58
100,Weekday,1,7.58,11.55,7,2,1,5.83,42.5,1.5,0.91,0.26,1.63,10.33,1,2.17,-3.72,2.8,38.9,1,5.53,2102.33,17.4,84.62,58.07,Medium,0,1,0.76
100,Weekday,1,8.71,11.34,1,2,0,6.16,44.7,1.29,0.11,0.23,10.31,8.96,0,1.84,-3.18,2.1,30.2,0,5.07,1874.42,35.36,91.5,62.93,Medium,0,1,0
100,Weekend,0,4.4,7.63,1,3,0,5.18,44.1,1.7,0.22,0.67,6.94,4.65,0,2.82,0.55,-0.14,14.1,0,9.8,3116.4,57.25,94.62,65.14,Medium,0,1,0
100,Weekday,1,8.51,11.49,3,2,0,6.93,40,1.33,0.35,0.23,3.71,9.26,1,1.07,-2.56,1.1,16.3,0,4.65,1730.67,41.93,104.67,72.25,Medium,0,1,0
100,Weekend,0,6.66,9.93,1,4,0,8.4,40,1.47,0.15,0.59,9.03,6.91,0,-0.4,2.47,-2.67,0,0,5.92,2224,84.36,107.98,74.59,Medium,0,1,0
100,Weekend,0,3.26,6.48,1,2,0,5.03,40,1.93,0.3,0.6,5.89,3.51,0,2.97,0.55,-1.06,14.85,0,11.9,3130.67,48.68,109.99,76.01,Medium,0,1,0
101,Weekend,0,3.97,7.32,2,3,0,8.89,87.3,1.8,0.49,0.74,3.49,4.47,0,-0.89,4.57,-6.02,0,0,21.45,6419.46,86.8,14.8,8.7,Low,0,0,0
101,Weekend,0,4.53,6.43,0,3,0,6.16,91.3,1.39,0,0.65,64.3,4.53,0,1.84,2.73,-2.81,9.2,0,19.72,6372.74,64.08,13.8,7.99,Low,0,0,0
101,Weekday,1,8.71,11.72,4,5,1,6.42,85.2,1.33,0.45,0.57,2.86,10.71,1,1.58,-0.3,2.09,28.8,0,9.67,3572.72,53.31,20.89,13,Low,0,0,0.87
101,Weekday,1,8.55,12.46,2,2,0,7.82,96.9,1.44,0.23,0.23,5.93,9.05,0,0.18,-2.64,0.73,8.2,0,11.2,4166.7,48.45,19.77,12.21,Low,0,0,0
101,Weekend,0,4.4,5.93,0,3,0,6.77,87.4,1.32,0,0.67,59.3,4.4,0,1.23,3.84,-4.22,6.15,0,19.42,6176.27,69.18,23.9,15.13,Low,0,0,0
101,Weekday,1,6.54,9.87,4,3,1,6.49,79.7,1.49,0.6,0.45,2.41,8.54,1,1.51,-0.38,0.13,8.9,0,12,4495.08,38.52,30.79,20,Low,0,0,0.65
101,Weekday,1,7.01,10.1,3,2,0,7.18,78.3,1.42,0.42,0.28,3.26,7.76,1,0.82,-0.92,-0.67,4.1,0,11.01,4170.78,49.81,34.35,22.52,Low,0,0,0
101,Weekday,1,9.65,11.88,2,2,0,8.62,77.7,1.22,0.21,0.21,5.66,10.15,0,-0.62,-1.26,-1.05,0,0,7.97,2771.3,50.05,38.22,25.26,Low,0,0,0
101,Weekend,0,3,6.78,3,2,0,7.05,74.4,2.19,0.97,0.65,2.19,3.75,0,0.95,2.27,-3.79,4.75,0,24,5952,64.88,40.44,26.83,Low,0,0,0
101,Weekday,1,8.5,12.28,4,1,0,5.69,71.7,1.43,0.47,0.12,3,9.5,1,2.31,-5.59,3.74,49,1,8.34,3107,20.68,46.39,31.04,Low,0,0,0
102,Weekend,0,3,6.33,1,4,0,6.54,92.3,2.04,0.32,1.29,5.75,3.25,0,1.46,4.21,-3.48,7.3,0,29.77,7384,85.05,12.78,7.27,Low,0,0,0
102,Weekend,0,3.51,5.76,1,3,0,7.58,86.3,1.6,0.28,0.83,5.24,3.76,0,0.42,4.82,-5.61,2.1,0,23.91,6610.58,78.81,15.15,8.94,Low,0,0,0
102,Weekend,0,3.75,6.53,0,5,0,7.97,97.3,1.7,0,1.3,65.3,3.75,0,0.03,6.44,-5.42,0.15,0,25.27,7297.5,100,9.49,4.94,Low,0,0,0
102,Weekend,0,3.51,5.2,3,2,1,6.56,87.3,1.44,0.83,0.55,1.68,5.26,0,1.44,3.36,-4.64,7.2,0,24.18,6687.18,39.16,17.28,10.45,Low,0,0,0.35
102,Weekday,1,7.77,10.48,2,4,0,7.1,86.3,1.33,0.25,0.51,4.99,8.27,0,0.9,0.62,-0.17,4.5,0,10.97,4159.66,70.17,23.9,15.13,Low,0,0,0
102,Weekend,0,5.72,7.74,0,2,1,6.14,85.2,1.33,0,0.34,77.4,6.72,0,1.86,0.4,-1.47,9.3,0,14.64,5271.04,27.17,29.52,19.11,Low,0,0,0.57
102,Weekday,1,9.18,11.55,3,1,1,6.7,65.5,1.24,0.32,0.11,3.73,10.93,1,1.3,-3.85,1.5,21.5,0,7.06,2541.4,5.53,49.2,33.02,Low,0,0,0.92
102,Weekday,1,8.35,10.32,0,3,1,7.41,67,1.22,0,0.36,103.2,9.35,0,0.59,0.09,-0.8,2.95,0,7.93,2970.33,38.18,55.89,37.75,Low,0,0,0.84
102,Weekday,1,7.85,11.14,1,2,0,8.58,58.9,1.4,0.13,0.25,10.13,8.1,0,-0.58,-0.56,-1.73,0,0,7.41,2807.57,56.95,64.93,44.15,Low,0,0,0
102,Weekday,1,8.32,12.03,2,1,1,7.71,48.7,1.43,0.24,0.12,5.73,9.82,0,0.29,-3.32,0.46,6.1,0,5.78,2168.77,16.55,78.96,54.07,Medium,0,1,0.83
103,Weekend,0,3,6.09,1,5,0,7.31,80,1.96,0.32,1.61,5.54,3.25,0,0.69,6.22,-4.88,3.45,0,25.81,6400,100,14.37,8.39,Low,0,0,0
